2025-11-24 22:06:52,108:INFO:Epoch 1, client_count 10, Algo: FedAvg, data_type: IID: train_accuracy=3.5220, test_accuracy=2.2900, train_loss=0.0708, test_loss=0.2855
2025-11-25 13:01:29,059:INFO:Epoch 12, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=25.6360, test_accuracy=8.4900, train_loss=0.0502, test_loss=0.4766
2025-11-25 13:02:43,039:INFO:Epoch 13, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=27.6820, test_accuracy=9.0700, train_loss=0.0500, test_loss=0.4692
2025-11-25 13:03:56,255:INFO:Epoch 14, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=28.5340, test_accuracy=5.7000, train_loss=0.0497, test_loss=0.7077
2025-11-25 13:05:09,921:INFO:Epoch 15, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=28.7680, test_accuracy=3.6500, train_loss=0.0503, test_loss=0.6715
2025-11-25 13:06:23,034:INFO:Epoch 16, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=28.3960, test_accuracy=11.6900, train_loss=0.0509, test_loss=0.3656
2025-11-25 13:07:36,622:INFO:Epoch 17, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.2980, test_accuracy=6.2800, train_loss=0.0498, test_loss=0.7152
2025-11-25 13:08:50,466:INFO:Epoch 18, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=29.7120, test_accuracy=8.6500, train_loss=0.0507, test_loss=0.5220
2025-11-25 13:10:03,515:INFO:Epoch 19, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=29.8160, test_accuracy=20.6800, train_loss=0.0507, test_loss=0.2618
2025-11-25 13:11:16,859:INFO:Epoch 20, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.8460, test_accuracy=22.8000, train_loss=0.0502, test_loss=0.2671
2025-11-25 13:12:31,110:INFO:Epoch 21, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.6280, test_accuracy=22.5900, train_loss=0.0507, test_loss=0.2608
2025-11-25 13:13:44,381:INFO:Epoch 22, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.5340, test_accuracy=24.1900, train_loss=0.0509, test_loss=0.2452
2025-11-25 13:14:57,813:INFO:Epoch 23, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.5160, test_accuracy=24.3200, train_loss=0.0511, test_loss=0.2472
2025-11-25 13:16:10,887:INFO:Epoch 24, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.5740, test_accuracy=17.2400, train_loss=0.0510, test_loss=0.3157
2025-11-25 13:17:23,792:INFO:Epoch 25, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=29.9360, test_accuracy=15.1900, train_loss=0.0516, test_loss=0.3396
2025-11-25 13:18:36,703:INFO:Epoch 26, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=29.6920, test_accuracy=24.1100, train_loss=0.0519, test_loss=0.2494
2025-11-25 13:19:49,774:INFO:Epoch 27, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.3160, test_accuracy=24.2000, train_loss=0.0516, test_loss=0.2508
2025-11-25 13:21:02,855:INFO:Epoch 28, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=30.1360, test_accuracy=21.0400, train_loss=0.0516, test_loss=0.2713
2025-11-25 13:22:15,671:INFO:Epoch 29, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=29.8800, test_accuracy=13.6900, train_loss=0.0516, test_loss=0.4151
2025-11-25 13:23:29,223:INFO:Epoch 30, client_count 10, Algo: FedRP (m=100), data_type: IID: train_accuracy=29.7460, test_accuracy=23.9400, train_loss=0.0520, test_loss=0.2570
2025-11-25 13:23:29,225:INFO:=== Summary for FedRP (m=100) (IID) ===
2025-11-25 13:23:29,225:INFO:Training time: 2232.16s, Final accuracy: 23.94%, Total comm cost: 3.00e+04, Convergence epoch: None
2025-11-25 16:00:47,623:INFO:Epoch 1, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=3.4760, test_accuracy=1.6300, train_loss=0.0706, test_loss=0.5276 | RP Dim: 10
2025-11-25 16:01:55,251:INFO:Epoch 2, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=7.0180, test_accuracy=1.7000, train_loss=0.0647, test_loss=0.6938 | RP Dim: 15
2025-11-25 16:03:01,656:INFO:Epoch 3, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=9.7860, test_accuracy=3.1100, train_loss=0.0620, test_loss=0.5498 | RP Dim: 20
2025-11-25 16:04:01,987:INFO:Epoch 4, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=12.8180, test_accuracy=1.6700, train_loss=0.0589, test_loss=0.6659 | RP Dim: 25
2025-11-25 16:05:03,356:INFO:Epoch 5, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=14.8700, test_accuracy=4.6900, train_loss=0.0571, test_loss=0.4595 | RP Dim: 30
2025-11-25 16:06:52,897:INFO:Epoch 6, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=17.0340, test_accuracy=7.3900, train_loss=0.0551, test_loss=0.3122 | RP Dim: 35
2025-11-25 16:23:45,517:INFO:Epoch 7, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=19.3060, test_accuracy=4.5400, train_loss=0.0529, test_loss=0.3787 | RP Dim: 40
2025-11-25 16:35:57,434:INFO:Epoch 8, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=20.8240, test_accuracy=3.9800, train_loss=0.0520, test_loss=0.4318 | RP Dim: 45
2025-11-25 16:48:22,585:INFO:Epoch 9, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=21.8100, test_accuracy=3.6800, train_loss=0.0518, test_loss=0.6206 | RP Dim: 50
2025-11-25 16:49:34,504:INFO:Epoch 10, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=23.0160, test_accuracy=4.5100, train_loss=0.0512, test_loss=0.4988 | RP Dim: 55
2025-11-25 16:54:16,419:INFO:Epoch 11, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=24.6380, test_accuracy=1.3400, train_loss=0.0501, test_loss=1.4271 | RP Dim: 60
2025-11-25 17:07:05,388:INFO:Epoch 12, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=25.4980, test_accuracy=7.4700, train_loss=0.0504, test_loss=0.5195 | RP Dim: 65
2025-11-25 17:29:22,003:INFO:Epoch 13, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=27.4160, test_accuracy=6.7500, train_loss=0.0494, test_loss=0.5058 | RP Dim: 70
2025-11-25 17:30:50,094:INFO:Epoch 14, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=27.6620, test_accuracy=3.2000, train_loss=0.0501, test_loss=0.8434 | RP Dim: 75
2025-11-25 17:49:01,286:INFO:Epoch 15, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=27.9060, test_accuracy=8.3600, train_loss=0.0507, test_loss=0.4427 | RP Dim: 80
2025-11-25 18:02:19,968:INFO:Epoch 16, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=29.2400, test_accuracy=4.4100, train_loss=0.0499, test_loss=0.8733 | RP Dim: 85
2025-11-25 18:13:44,556:INFO:Epoch 17, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=29.5420, test_accuracy=4.0400, train_loss=0.0501, test_loss=0.8207 | RP Dim: 90
2025-11-25 18:21:44,628:INFO:Epoch 18, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=30.0780, test_accuracy=9.4500, train_loss=0.0503, test_loss=0.4476 | RP Dim: 95
2025-11-25 18:44:06,698:INFO:Epoch 19, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=29.4180, test_accuracy=11.7300, train_loss=0.0507, test_loss=0.4319 | RP Dim: 100
2025-11-25 19:01:18,942:INFO:Epoch 20, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=30.1200, test_accuracy=16.3600, train_loss=0.0509, test_loss=0.3296 | RP Dim: 105
2025-11-25 19:27:42,399:INFO:Epoch 21, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=30.4820, test_accuracy=23.5400, train_loss=0.0506, test_loss=0.2480 | RP Dim: 110
2025-11-25 19:48:36,065:INFO:Epoch 22, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=30.1440, test_accuracy=18.8800, train_loss=0.0509, test_loss=0.3064 | RP Dim: 115
2025-11-25 19:59:16,461:INFO:Epoch 23, client_count 10, Algo: FedRP_Linear, data_type: IID: train_accuracy=29.9280, test_accuracy=20.2100, train_loss=0.0513, test_loss=0.2898 | RP Dim: 120
2025-11-25 21:05:37,840:INFO:Epoch 1, client_count 10, Algo: FedRP_Adaptive, data_type: IID: train_accuracy=3.5160, test_accuracy=2.0600, train_loss=0.0709, test_loss=0.5114 | RP Dim: 10
2025-11-25 21:07:06,240:INFO:Epoch 2, client_count 10, Algo: FedRP_Adaptive, data_type: IID: train_accuracy=6.8660, test_accuracy=2.8400, train_loss=0.0650, test_loss=0.4898 | RP Dim: 60
2025-11-25 21:24:00,801:INFO:Epoch 3, client_count 10, Algo: FedRP_Adaptive, data_type: IID: train_accuracy=9.4840, test_accuracy=2.2700, train_loss=0.0617, test_loss=0.4137 | RP Dim: 110
2025-11-25 22:01:53,285:INFO:Epoch 4, client_count 10, Algo: FedRP_Adaptive, data_type: IID: train_accuracy=12.0100, test_accuracy=2.2900, train_loss=0.0591, test_loss=0.4574 | RP Dim: 160
